Format Version,1.25,Take Name,Take 2026-01-05 06.23.38 PM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2026-01-05 06.23.39.046 下午,Capture Start Frame,526605,Total Frames in Take,2426,Total Exported Frames,2426,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Marker,Marker,Marker
,Name,Unlabeled 1175,Unlabeled 1175,Unlabeled 1175
,ID,"22B:C34CB1E4EA1611F0","22B:C34CB1E4EA1611F0","22B:C34CB1E4EA1611F0"
,Parent,,,
,,Position,Position,Position
Frame,Time (Seconds),X,Y,Z
1713,14.275000,22.933516,157.651169,-48.720417
1714,14.283333,23.018316,157.756638,-48.425728
1715,14.291667,23.165154,157.946625,-48.009789
1716,14.300000,23.279156,157.986984,-47.649014
1717,14.308333,23.401918,157.975082,-47.296150
1718,14.316667,23.554783,158.074905,-46.906178
1719,14.325000,23.665567,158.106781,-46.601631
1720,14.333333,23.795010,157.987869,-46.221565
1721,14.341667,23.933361,157.899155,-45.880814
1722,14.350000,24.112644,157.994904,-45.459095
1723,14.358333,24.270542,157.944305,-45.121372
1724,14.366667,24.481905,157.748672,-44.744606
1725,14.375000,24.693027,157.614822,-44.369087
1726,14.383333,24.901939,157.520447,-43.912861
1727,14.391667,25.094788,157.372940,-43.572815
1728,14.400000,25.384081,157.331039,-43.317852
1729,14.408333,25.633102,157.212799,-42.971203
1730,14.416667,25.837835,157.215393,-42.625568
1731,14.425000,26.171867,157.332367,-42.215786
1732,14.433333,26.396023,157.164291,-41.806244
1733,14.441667,26.616369,156.964294,-41.377129
1734,14.450000,26.833782,157.031128,-40.934582
1735,14.458333,27.068508,156.841583,-40.486496
1736,14.466667,27.256052,156.756226,-40.073483
1737,14.475000,27.437195,156.818008,-39.687393
1738,14.483333,27.676306,156.797836,-39.157749
1739,14.491667,27.907221,156.696640,-38.722725
1740,14.500000,28.202711,156.798080,-38.426899
1741,14.508333,28.405123,156.829529,-38.020348
1742,14.516667,28.652494,156.750931,-37.579449
1743,14.525000,28.954363,156.919235,-37.236744
1744,14.533333,29.114023,156.927353,-36.892719
1745,14.541667,29.349348,156.899139,-36.430477
1746,14.550000,29.550425,156.790726,-36.047119
1747,14.558333,29.735136,156.608719,-35.644505
1748,14.566667,29.923523,156.551575,-35.283344
1749,14.575000,30.152208,156.522995,-34.787354
1750,14.583333,30.341457,156.434753,-34.395866
1751,14.591667,30.509611,156.443771,-33.981880
1752,14.600000,30.701738,156.492569,-33.505962
1753,14.608333,30.903376,156.243713,-33.052711
1754,14.616667,31.087200,156.170807,-32.659172
1755,14.625000,31.236013,156.070953,-32.256706
1756,14.633333,31.353903,156.124741,-31.794474
1757,14.641667,31.521360,155.968323,-31.359074
1758,14.650000,31.689238,155.911057,-30.915283
1759,14.658333,31.847204,155.949585,-30.381510
1760,14.666667,32.018208,155.999985,-29.923664
1761,14.675000,32.288116,156.153900,-29.511200
1762,14.683333,32.460888,156.270218,-28.970165
1763,14.691667,32.630432,156.336700,-28.479671
1764,14.700000,32.826286,156.302353,-27.915319
1765,14.708333,32.998333,156.273987,-27.348640
1766,14.716667,33.130692,156.406891,-26.862263
1767,14.725000,33.309341,156.292282,-26.297180
1768,14.733333,33.478516,156.225830,-25.765856
1769,14.741667,33.685127,156.433594,-25.308212
1770,14.750000,33.810650,156.599014,-24.770073
1771,14.758333,33.968498,156.380753,-24.212313
1772,14.766667,34.107616,156.249344,-23.689724
1773,14.775000,34.134308,156.038208,-23.081934
1774,14.783333,34.194401,156.121628,-22.583199
1775,14.791667,34.280949,155.754074,-21.855762
1776,14.800000,34.373787,155.660263,-21.224472
1777,14.808333,34.431179,155.694885,-20.740795
1778,14.816667,34.462532,155.785004,-20.253378
1779,14.825000,34.577984,155.637817,-19.585131
1780,14.833333,34.635452,155.587311,-19.072252
1781,14.841667,34.675766,155.602020,-18.539677
1782,14.850000,34.728085,155.804672,-17.986319
1783,14.858333,34.779140,155.709015,-17.407372
1784,14.866667,34.847290,155.806717,-16.802296
1785,14.875000,34.853336,155.797913,-16.262646
1786,14.883333,34.869541,155.819885,-15.740447
1787,14.891667,34.818066,155.709854,-15.117972
1788,14.900000,34.844440,155.469757,-14.334346
1789,14.908333,34.932564,155.509323,-13.770810
1790,14.916667,34.970276,155.662399,-13.147159
1791,14.925000,35.023449,155.850555,-12.629859
1792,14.933333,35.164433,155.738831,-11.913494
1793,14.941667,35.243591,155.763306,-11.373621
1794,14.950000,35.293324,155.879471,-10.838856
1795,14.958333,35.411568,155.894470,-10.221212
1796,14.966667,35.497658,155.877106,-9.652948
1797,14.975000,35.589680,155.941864,-9.035264
1798,14.983333,35.640362,156.045685,-8.572666
1799,14.991667,35.696384,156.023972,-8.032196
1800,15.000000,35.822430,156.093750,-7.399728
1801,15.008333,35.889366,156.131790,-6.869350
1802,15.016667,35.963104,156.243713,-6.367381
1803,15.025000,36.029358,156.479370,-5.811031
1804,15.033333,36.138962,156.376175,-5.234421
1805,15.041667,36.237461,156.599182,-4.664612
1806,15.050000,36.300640,156.600662,-4.184244
1807,15.058333,36.354023,156.684067,-3.723811
1808,15.066667,36.312477,156.308334,-2.931561
1809,15.075000,36.405006,156.243210,-2.452434
1810,15.083333,36.471474,156.197037,-2.016536
1811,15.091667,36.521778,156.237640,-1.488175
1812,15.100000,36.537720,156.297333,-1.085750
1813,15.108333,36.632141,156.210587,-0.595581
1814,15.116667,36.720879,156.179291,-0.063511
1815,15.125000,36.778355,156.368271,0.486045
1816,15.133333,36.816189,156.625565,0.936337
1817,15.141667,36.883495,156.859299,1.513185
1818,15.150000,36.970184,156.931564,2.046616
1819,15.158333,37.011906,157.039322,2.587679
1820,15.166667,37.064232,157.266098,3.107550
1821,15.175000,37.082603,157.387833,3.564173
1822,15.183333,37.137978,157.406326,4.063082
1823,15.191667,37.212662,157.447540,4.623582
1824,15.200000,37.262318,157.363174,5.152095
1825,15.208333,37.314934,157.423691,5.617934
1826,15.216667,37.289246,157.332077,6.228623
1827,15.225000,37.311558,157.044479,6.867599
1828,15.233333,37.386810,156.961517,7.435232
1829,15.241667,37.424419,156.981094,8.024093
1830,15.250000,37.442429,157.106094,8.492347
1831,15.258333,37.483322,157.212372,9.119862
1832,15.266667,37.541328,157.175461,9.717367
1833,15.275000,37.574970,157.282013,10.296492
1834,15.283333,37.596287,157.481628,10.885453
1835,15.291667,37.576111,157.612869,11.418901
1836,15.300000,37.594482,157.875092,12.020227
1837,15.308333,37.567402,157.846176,12.597512
1838,15.316667,37.466431,157.496475,13.358681
1839,15.325000,37.430027,157.666000,13.959306
1840,15.333333,37.391415,157.765305,14.455667
1841,15.341667,37.385399,157.783493,14.961279
1842,15.350000,37.396629,157.777649,15.574645
1843,15.358333,37.399868,157.709076,16.112909
1844,15.366667,37.382828,157.680481,16.660072
1845,15.375000,37.395836,157.754959,17.195389
1846,15.383333,37.313728,157.551987,17.764250
1847,15.391667,37.290859,157.375092,18.419306
1848,15.400000,37.376942,157.248871,19.118103
1849,15.408333,37.401897,157.261795,19.635620
1850,15.416667,37.436836,157.314377,20.155411
1851,15.425000,37.470539,157.404984,20.725052
1852,15.433333,37.561951,157.185074,21.324690
1853,15.441667,37.597012,157.169296,21.869143
1854,15.450000,37.639977,157.222305,22.412115
1855,15.458333,37.651871,157.127594,22.912426
1856,15.466667,37.688942,157.042267,23.444954
1857,15.475000,37.704987,156.757156,24.148184
1858,15.483333,37.736717,156.671066,24.634043
1859,15.491667,37.696751,156.519806,25.223022
1860,15.500000,37.717869,156.579147,25.783987
1861,15.508333,37.730625,156.637802,26.269182
1862,15.516667,37.812843,156.551788,26.882023
1863,15.525000,37.851078,156.608795,27.456118
1864,15.533333,37.872021,156.692657,27.936155
1865,15.541667,37.898014,156.806427,28.458710
1866,15.550000,37.937969,156.879105,29.026108
1867,15.558333,37.981022,156.751053,29.599361
1868,15.566667,37.989220,156.790451,30.108095
1869,15.575000,37.926960,156.784027,30.702173
1870,15.583333,37.912727,156.842255,31.103180
1871,15.591667,37.831501,156.822998,31.722803
1872,15.600000,37.824360,156.953644,32.276932
1873,15.608333,37.829132,156.939819,32.816315
1874,15.616667,37.778625,157.131577,33.274864
1875,15.625000,37.737900,157.431458,33.776787
1876,15.633333,37.676460,157.665436,34.188301
1877,15.641667,37.636288,158.098892,34.686527
1878,15.650000,37.552597,158.338852,35.127106
1879,15.658333,37.523956,158.449326,35.594990
1880,15.666667,37.487011,158.492142,36.195808
1881,15.675000,37.377121,158.431168,36.705891
1882,15.683333,37.357014,158.558029,37.095455
1883,15.691667,37.343361,158.658218,37.459381
1884,15.700000,37.342976,158.872726,37.879791
1885,15.708333,37.359795,158.981781,38.237759
1886,15.716667,37.393372,159.142700,38.566986
1887,15.725000,37.514824,159.089539,39.130360
1888,15.733333,37.594078,159.120636,39.514618
1889,15.741667,37.665737,159.199493,39.891705
1890,15.750000,37.725441,159.343704,40.282604
1891,15.758333,37.818077,159.437408,40.723007
1892,15.766667,37.949329,159.362244,41.165398
1893,15.775000,38.055080,159.361618,41.573532
1894,15.783333,38.160400,159.510208,42.038826
1895,15.791667,38.233040,159.617371,42.391125
1896,15.800000,38.348560,159.667648,42.730503
1897,15.808333,38.492565,159.634094,43.181541
1898,15.816667,38.617313,159.697327,43.643894
1899,15.825000,38.702950,159.729691,43.982811
1900,15.833333,38.786823,159.820374,44.288380
1901,15.841667,38.867313,159.887161,44.609386
1902,15.850000,38.959290,159.938263,45.010147
1903,15.858333,39.089741,159.763855,45.407070
1904,15.866667,39.184185,159.747910,45.679947
1905,15.875000,39.272888,159.740280,45.977448
1906,15.883333,39.367451,159.762787,46.289757
1907,15.891667,39.460514,159.858063,46.652695
1908,15.900000,39.547470,159.924088,46.924549
1909,15.908333,39.700165,159.783737,47.320518
1910,15.916667,39.806427,159.776794,47.639008
1911,15.925000,39.885380,159.807144,47.938656
1912,15.933333,39.935856,159.986755,48.266594
1913,15.941667,39.980377,160.044876,48.530453
1914,15.950000,40.004608,160.174973,48.764992
1915,15.958333,40.058243,160.219421,49.039318
1916,15.966667,40.151039,160.101364,49.420975
1917,15.975000,40.219673,160.133591,49.792164
1918,15.983333,40.238003,160.243225,50.041031
1919,15.991667,40.274605,160.353531,50.298462
1920,16.000000,40.281616,160.490219,50.551460
1921,16.008333,40.313332,160.504669,50.846516
1922,16.016667,40.357624,160.629257,51.161633
1923,16.025000,40.399975,160.652161,51.445492
1924,16.033333,40.452515,160.602448,51.775101
1925,16.041667,40.503296,160.647034,52.079285
1926,16.050000,40.538837,160.734787,52.389915
1927,16.058333,40.580166,160.904694,52.703781
1928,16.066667,40.598763,160.928436,52.951530
1929,16.075000,40.604584,160.970505,53.190331
1930,16.083333,40.609661,161.107285,53.422153
1931,16.091667,40.605423,161.135040,53.688148
1932,16.100000,40.626286,161.257736,53.971409
1933,16.108333,40.609890,161.253799,54.177856
1934,16.116667,40.545254,160.867371,54.543961
1935,16.125000,40.547314,160.749939,54.787022
1936,16.133333,40.546322,160.658035,55.003536
1937,16.141667,40.464550,160.398453,55.345478
1938,16.150000,40.428520,160.352158,55.553955
1939,16.158333,40.376030,160.405350,55.745979
1940,16.166667,40.345081,160.497940,56.057522
1941,16.175000,40.294228,160.573715,56.278770
1942,16.183333,40.230522,160.689026,56.459633
1943,16.191667,40.181622,160.734177,56.653946
1944,16.200000,40.132442,160.806885,56.846436
1945,16.208333,40.085461,160.872009,57.033791
1946,16.216667,40.027859,160.928986,57.256371
1947,16.225000,40.029175,161.097885,57.484295
1948,16.233333,40.006187,161.107162,57.666374
1949,16.241667,39.903202,160.880798,57.935570
1950,16.250000,39.895950,160.842422,58.092880
1951,16.258333,39.918804,160.770340,58.268085
1952,16.266667,39.966171,160.620163,58.489456
1953,16.275000,40.024677,160.516068,58.724129
1954,16.283333,40.111469,160.616470,58.899132
1955,16.291667,40.142429,160.617020,59.074547
1956,16.300000,40.150719,160.588638,59.387627
1957,16.308333,40.096714,160.406448,59.699234
1958,16.316667,40.136806,160.448837,59.876171
1959,16.325000,40.165436,160.466934,60.039494
1960,16.333333,40.279045,160.678482,60.041111
1961,16.341667,40.230297,160.512955,60.340302
1962,16.350000,40.274086,160.505478,60.501011
1963,16.358333,40.334557,160.447098,60.685551
1964,16.366667,40.521759,160.614731,60.740589
1965,16.375000,40.481411,160.226486,61.212238
1966,16.383333,40.525909,160.179230,61.376892
1967,16.391667,40.565769,160.179855,61.507957
1968,16.400000,40.605011,160.151779,61.663929
1969,16.408333,40.645203,160.142044,61.812206
1970,16.416667,40.668358,160.188751,61.965706
1971,16.425000,40.694725,160.196060,62.137226
1972,16.433333,40.726959,160.188095,62.300575
1973,16.441667,40.756798,160.150421,62.463837
1974,16.450000,40.795395,160.096466,62.617874
1975,16.458333,40.861179,160.056870,62.887112
1976,16.466667,40.944118,159.898499,63.134060
1977,16.475000,41.024826,159.780334,63.337723
1978,16.483333,41.110798,159.667664,63.558491
1979,16.491667,41.183998,159.627350,63.738518
1980,16.500000,41.248604,159.592514,63.930168
1981,16.508333,41.303940,159.573212,64.131760
1982,16.516667,41.358101,159.493225,64.374596
1983,16.525000,41.426136,159.497147,64.681297
1984,16.533333,41.452328,159.460922,64.898056
1985,16.541667,41.507347,159.320709,65.122368
1986,16.550000,41.535080,159.227112,65.342361
1987,16.558333,41.561840,159.214127,65.537292
1988,16.566667,41.585690,159.223862,65.777359
1989,16.575000,41.608646,159.227051,65.991798
1990,16.583333,41.652451,159.248138,66.216171
1991,16.591667,41.709663,159.337662,66.512001
1992,16.600000,41.752033,159.291733,66.772881
1993,16.608333,41.799515,159.240143,67.019302
1994,16.616667,41.866333,159.179916,67.289642
1995,16.625000,41.928459,159.115295,67.549751
1996,16.633333,41.998302,159.070969,67.809250
1997,16.641667,42.052219,159.057098,68.080070
1998,16.650000,42.114563,159.118286,68.347649
1999,16.658333,42.183819,159.048065,68.578590
2000,16.666667,42.249180,158.962570,68.796318
2001,16.675000,42.338799,158.888840,69.052200
2002,16.683333,42.470261,158.758347,69.378128
2003,16.691667,42.599556,158.679016,69.688698
2004,16.700000,42.705597,158.777161,70.026993
2005,16.708333,42.813923,158.802673,70.329079
2006,16.716667,42.933777,158.905792,70.572769
2007,16.725000,43.045937,158.971283,70.856506
2008,16.733333,43.234348,158.772110,71.275917
2009,16.741667,43.396538,158.781586,71.675179
2010,16.750000,43.525276,158.753265,71.951057
2011,16.758333,43.656906,158.729401,72.221695
2012,16.766667,43.868015,158.824722,72.411827
2013,16.775000,44.069012,158.841125,72.776741
2014,16.783333,44.189678,158.728104,73.261673
2015,16.791667,44.300175,158.770248,73.547501
2016,16.800000,44.394600,158.671860,73.827240
2017,16.808333,44.476952,158.610947,74.110153
2018,16.816667,44.626617,158.683273,74.402107
2019,16.825000,44.723129,158.464355,74.916962
2020,16.833333,44.793472,158.396118,75.196663
2021,16.841667,44.835278,158.393433,75.462204
2022,16.850000,44.883167,158.400330,75.748993
2023,16.858333,44.916862,158.425003,76.013741
2024,16.866667,44.978870,158.524002,76.396271
2025,16.875000,45.029175,158.429169,76.703117
2026,16.883333,45.034393,158.040176,77.181480
2027,16.891667,45.074688,157.942123,77.478966
2028,16.900000,45.099915,157.878204,77.771957
2029,16.908333,45.105202,157.934937,78.084137
2030,16.916667,45.131683,158.063141,78.477119
2031,16.925000,45.155212,158.046997,78.782265
2032,16.933333,45.189777,158.071030,79.064148
2033,16.941667,45.249004,158.017838,79.461281
2034,16.950000,45.300648,158.026550,79.833763
2035,16.958333,45.339512,158.168289,80.257034
2036,16.966667,45.348248,158.232269,80.608490
2037,16.975000,45.378197,158.303467,80.920120
2038,16.983333,45.430958,158.448593,81.223366
2039,16.991667,45.492203,158.640747,81.640320
2040,17.000000,45.529896,158.646332,81.990906
2041,17.008333,45.601971,158.564819,82.394440
2042,17.016667,45.682728,158.512558,82.768448
2043,17.025000,45.771202,158.609741,83.146439
2044,17.033333,45.832253,158.577118,83.461212
2045,17.041667,45.897892,158.568542,83.794670
2046,17.050000,45.948509,158.662338,84.134300
2047,17.058333,46.053844,158.617264,84.560646
2048,17.066667,46.165684,158.654846,84.993942
2049,17.075000,46.175247,158.412369,85.419571
2050,17.083333,46.245617,158.392761,85.719116
2051,17.091667,46.361416,158.684402,85.993889
2052,17.100000,46.393147,158.616882,86.530701
2053,17.108333,46.487461,158.504410,86.925926
2054,17.116667,46.582588,158.402435,87.295715
2055,17.125000,46.657951,158.306107,87.650383
2056,17.133333,46.750141,158.408798,88.091293
2057,17.141667,46.838909,158.359924,88.475090
2058,17.150000,46.910690,158.333939,88.846657
2059,17.158333,47.023457,158.162186,89.315987
2060,17.166667,47.148979,158.212738,89.845276
2061,17.175000,47.236389,158.161880,90.205780
2062,17.183333,47.338657,158.066803,90.603325
2063,17.191667,47.445805,157.984650,91.073967
2064,17.200000,47.599976,158.037460,91.682373
2065,17.208333,47.713371,158.044327,92.122627
2066,17.216667,47.825809,157.982101,92.530235
2067,17.225000,48.008564,158.018646,93.002342
2068,17.233333,48.145149,157.882629,93.633492
2069,17.241667,48.241135,157.908447,94.087387
2070,17.250000,48.346664,157.838623,94.500641
2071,17.258333,48.496635,157.893616,95.037613
2072,17.266667,48.669773,157.700546,95.569893
2073,17.275000,48.805298,157.535507,96.008446
2074,17.283333,48.916351,157.568588,96.445168
2075,17.291667,49.045654,157.718338,96.946114
2076,17.300000,49.239426,157.474655,97.463593
2077,17.308333,49.409229,157.266449,97.945641
2078,17.316667,49.591927,157.318863,98.327568
2079,17.325000,49.722435,157.180771,98.910439
2080,17.333333,49.881428,157.039276,99.375221
2081,17.341667,50.035599,156.887405,99.863342
2082,17.350000,50.185986,156.904388,100.408318
2083,17.358333,50.333763,156.819519,100.817322
2084,17.366667,50.534359,156.569412,101.340378
2085,17.375000,50.701027,156.423874,101.837585
2086,17.383333,50.841873,156.630676,102.390182
2087,17.391667,50.976875,156.666046,102.811554
2088,17.400000,51.164902,156.485260,103.341042
2089,17.408333,51.356697,156.456009,103.978897
2090,17.416667,51.487225,156.420944,104.430328
2091,17.425000,51.595291,156.439453,104.846100
2092,17.433333,51.755821,156.292435,105.383606
2093,17.441667,51.937054,156.245956,106.024269
2094,17.450000,52.074188,156.159042,106.463936
2095,17.458333,52.226070,156.054047,106.971100
2096,17.466667,52.383156,156.089874,107.621559
2097,17.475000,52.522438,156.060120,108.147888
2098,17.483333,52.644211,156.031387,108.614693
2099,17.491667,52.769951,156.070801,109.234489
2100,17.500000,52.899120,155.995651,109.776871
2101,17.508333,52.976055,155.954041,110.272720
2102,17.516667,53.061207,155.980179,110.864349
2103,17.525000,53.112610,155.916824,111.286926
2104,17.533333,53.174736,155.784348,111.763306
2105,17.541667,53.215298,155.697250,112.252090
2106,17.550000,53.193253,155.495819,113.015343
2107,17.558333,53.221081,155.410614,113.508118
2108,17.566667,53.205002,155.319702,114.003593
2109,17.575000,53.185860,155.391953,114.475029
2110,17.583333,53.085575,155.303894,115.175003
2111,17.591667,53.108768,155.163437,115.699539
2112,17.600000,53.100101,155.101303,116.213234
2113,17.608333,53.058525,155.350708,116.779503
2114,17.616667,52.991798,155.440567,117.234085
2115,17.625000,52.845203,155.246262,117.846107
2116,17.633333,52.755520,155.473740,118.412811
2117,17.641667,52.651962,155.538162,118.942169
2118,17.650000,52.561996,155.379608,119.545700
2119,17.658333,52.538197,155.474060,120.177711
2120,17.666667,52.438190,155.716904,120.617340
2121,17.675000,52.383804,155.742508,121.099480
2122,17.683333,52.244869,155.613953,121.801170
2123,17.691667,52.126106,155.698105,122.329094
2124,17.700000,51.983612,155.530609,122.909821
2125,17.708333,51.929001,155.579712,123.357071
2126,17.716667,51.880424,155.785126,123.922340
2127,17.725000,51.840538,155.880096,124.368958
2128,17.733333,51.819962,155.804398,124.882225
2129,17.741667,51.757404,155.618378,125.606163
2130,17.750000,51.701748,155.683792,126.103355
2131,17.758333,51.673206,155.648895,126.601547
2132,17.766667,51.699726,155.719666,127.121773
2133,17.775000,51.693439,155.381012,127.817093
2134,17.783333,51.708019,155.437576,128.262589
2135,17.791667,51.760418,155.393372,128.746628
2136,17.800000,51.846127,155.384460,129.326599
2137,17.808333,51.924683,155.332123,129.739197
2138,17.816667,52.006428,155.218170,130.221146
2139,17.825000,52.083504,155.174316,130.708740
2140,17.833333,52.176884,155.169327,131.275177
2141,17.841667,52.270496,155.065353,131.748718
2142,17.850000,52.349678,154.965576,132.205399
2143,17.858333,52.453533,154.962677,132.778854
2144,17.866667,52.533524,154.912781,133.283676
2145,17.875000,52.541607,154.647232,133.914810
2146,17.883333,52.606453,154.528351,134.450577
2147,17.891667,52.685043,154.485794,134.983200
2148,17.900000,52.731087,154.359619,135.533646
2149,17.908333,52.775253,154.305832,136.092133
2150,17.916667,52.828732,154.256531,136.603638
2151,17.925000,52.837696,154.064224,137.278854
2152,17.933333,52.893822,154.029480,137.750412
2153,17.941667,52.917141,154.097092,138.231247
2154,17.950000,52.978497,154.095383,138.881653
2155,17.958333,53.057533,154.045227,139.395996
2156,17.966667,53.091198,154.001770,139.898895
2157,17.975000,53.108799,154.214828,140.465576
2158,17.983333,53.149914,154.193024,141.011032
2159,17.991667,53.151131,153.906509,141.718613
2160,18.000000,53.205688,153.882233,142.378510
2161,18.008333,53.214211,153.945236,142.962280
2162,18.016667,53.237663,153.970383,143.551193
2163,18.025000,53.256168,153.807983,144.328415
2164,18.033333,53.297649,153.904282,144.913116
2165,18.041667,53.347664,153.924438,145.508606
2166,18.050000,53.399784,153.977539,146.190948
2167,18.058333,53.441967,154.028824,146.744431
2168,18.066667,53.494839,154.026138,147.390396
2169,18.075000,53.548714,154.103455,148.053802
2170,18.083333,53.614746,154.099182,148.684402
2171,18.091667,53.633327,154.332214,149.339310
2172,18.100000,53.620129,154.065948,150.140808
2173,18.108333,53.671955,154.028336,150.842667
2174,18.116667,53.679409,154.201370,151.560959
2175,18.125000,53.658817,154.100266,152.306702
2176,18.133333,53.678585,154.286102,153.017502
2177,18.141667,53.689068,154.433640,153.686768
2178,18.150000,53.694988,154.606567,154.400131
2179,18.158333,53.660931,154.842651,155.010712
2180,18.166667,53.612389,155.044724,155.627228
2181,18.175000,53.494621,155.049377,156.500015
2182,18.183333,53.391254,155.290497,157.205994
2183,18.191667,53.315491,155.286484,158.091553
2184,18.200000,53.252045,155.699966,158.723923
2185,18.208333,53.224239,156.000748,159.515381
2186,18.216667,53.140705,156.472549,160.145081
2187,18.225000,53.041599,156.590286,161.047913
2188,18.233333,52.945374,156.844971,161.837799
2189,18.241667,52.804626,156.900055,162.744598
2190,18.250000,52.712151,157.263321,163.378937
2191,18.258333,52.627869,157.587463,164.111832
2192,18.266667,52.538837,157.930603,164.750931
2193,18.275000,52.518917,158.172821,165.582016
2194,18.283333,52.364170,158.290192,166.463974
2195,18.291667,52.333275,158.477463,167.354401
2196,18.300000,52.226013,158.730530,168.225739
2197,18.308333,52.168678,159.028152,168.914474
2198,18.316667,52.095020,159.316788,169.649643
2199,18.325000,51.987164,159.536850,170.317963
2200,18.333333,51.784851,159.404617,171.125244
2201,18.341667,51.541481,159.505264,171.930176
2202,18.350000,51.427872,159.675110,172.504440
2203,18.358333,51.289322,160.020874,173.149414
2204,18.366667,51.189713,160.308441,173.746185
2205,18.375000,51.070015,160.388489,174.617722
2206,18.383333,50.998447,160.589981,175.434341
2207,18.391667,50.917747,160.709259,176.319153
2208,18.400000,50.843216,161.083237,176.967087
2209,18.408333,50.761272,161.338150,177.664673
2210,18.416667,50.601681,161.625671,178.184357
2211,18.425000,50.375134,161.521561,178.923889
2212,18.433333,50.163197,161.373169,179.711380
2213,18.441667,50.066921,161.515854,180.310867
2214,18.450000,49.987236,161.696747,180.858337
2215,18.458333,49.988014,161.954056,181.581665
2216,18.466667,50.010498,162.332062,182.238007
2217,18.475000,50.052731,162.619705,182.992172
2218,18.483333,50.119400,162.948929,183.723816
2219,18.491667,50.087326,162.973862,184.644547
2220,18.500000,50.029892,163.222809,185.312836
2221,18.508333,49.938660,163.222153,186.119720
2222,18.516667,49.933502,163.341843,186.667358
2223,18.525000,49.922272,163.480423,187.240219
2224,18.533333,49.938606,163.684830,187.851669
2225,18.541667,50.014202,163.713120,188.440125
2226,18.550000,50.021343,163.977097,189.030930
2227,18.558333,50.109901,164.218048,189.581223
2228,18.566667,50.258030,164.202805,190.242813
2229,18.575000,50.361580,164.549469,190.897217
2230,18.583333,50.470364,164.707062,191.467545
2231,18.591667,50.558491,164.891800,192.064819
2232,18.600000,50.653347,164.915421,192.634979
2233,18.608333,50.718544,165.131577,193.109848
2234,18.616667,50.783009,165.294083,193.619797
2235,18.625000,50.837555,165.311493,194.088608
2236,18.633333,50.819561,165.256317,194.627441
2237,18.641667,50.871254,165.523422,195.092697
2238,18.650000,50.981529,165.586823,195.629990
2239,18.658333,51.092739,165.734497,196.110046
2240,18.666667,51.173431,166.017578,196.628845
2241,18.675000,51.222649,166.217270,197.047562
2242,18.683333,51.267017,166.286896,197.510529
2243,18.691667,51.342602,166.287277,197.961746
2244,18.700000,51.361538,166.432632,198.373779
2245,18.708333,51.341442,166.575516,198.736496
2246,18.716667,51.305660,166.347519,199.263626
2247,18.725000,51.329491,166.341415,199.665588
2248,18.733333,51.359440,166.474136,200.128845
2249,18.741667,51.386391,166.716599,200.503510
2250,18.750000,51.458885,166.847443,200.974060
2251,18.758333,51.542530,166.984253,201.587997
2252,18.766667,51.635414,167.151215,202.108337
2253,18.775000,51.665413,167.425369,202.544159
2254,18.783333,51.664600,167.674194,203.072998
2255,18.791667,51.668205,167.824509,203.493164
2256,18.800000,51.619980,168.036636,203.883148
2257,18.808333,51.662697,168.000198,204.545013
2258,18.816667,51.601009,168.045364,204.988403
2259,18.825000,51.492134,167.866867,205.583206
2260,18.833333,51.407898,168.024689,206.055969
2261,18.841667,51.280533,167.928009,206.692780
2262,18.850000,51.206795,168.065063,207.095047
2263,18.858333,51.124352,168.177002,207.486465
2264,18.866667,51.008732,168.445236,207.936371
2265,18.875000,50.905071,168.602875,208.347366
2266,18.883333,50.746376,168.508240,208.931961
2267,18.891667,50.587135,168.509064,209.422775
2268,18.900000,50.437832,168.354538,210.173325
2269,18.908333,50.381958,168.547058,210.667450
2270,18.916667,50.263897,168.664902,211.056030
2271,18.925000,50.086353,169.097809,211.442184
2272,18.933333,49.936657,168.798721,212.100250
2273,18.941667,49.784351,168.725418,212.604797
2274,18.950000,49.608711,168.484100,213.182007
2275,18.958333,49.434250,168.673248,213.598969
2276,18.966667,49.304134,168.691559,213.940674
2277,18.975000,49.171211,168.576752,214.350967
2278,18.983333,48.986580,168.229782,214.943878
2279,18.991667,48.807819,167.925568,215.496124
2280,19.000000,48.674107,167.956284,215.836334
2281,19.008333,48.593334,167.943222,216.337708
2282,19.016667,48.529175,167.899063,216.759964
2283,19.025000,48.518948,167.658249,217.309113
2284,19.033333,48.383316,167.368256,217.894226
2285,19.041667,48.276344,167.518234,218.321976
2286,19.050000,48.193481,167.226791,218.924683
2287,19.058333,48.223217,167.037567,219.462845
2288,19.066667,48.228481,166.882523,219.915070
2289,19.075000,48.240200,166.758392,220.346573
2290,19.083333,48.247852,166.656174,220.860275
2291,19.091667,48.278614,166.523148,221.339264
2292,19.100000,48.295143,166.377609,221.747253
2293,19.108333,48.333820,166.151749,222.188263
2294,19.116667,48.345798,165.931381,222.610580
2295,19.125000,48.306358,165.487244,223.230118
2296,19.133333,48.345421,165.317642,223.718842
2297,19.141667,48.321960,164.884354,224.349838
2298,19.150000,48.379364,164.577042,224.874741
2299,19.158333,48.345852,164.579559,225.235672
2300,19.166667,48.374905,164.375748,225.672821
2301,19.175000,48.453934,164.007629,226.243164
2302,19.183333,48.487705,163.862350,226.793442
